26.8,,Min,3.77
5.51,,Max,309.04
4.34,,Sum,75779.43
4.8,,Mean,7.577943
4.88,,Varaince,33.26194217
4.47,,Std. Dev,5.767316722
5.3,,CoV,0.761066258
4.63,,,
30.51,,,
5.69,,,
5.66,,,
5.6,,,
6.24,,,
5.14,,,
5.3,,,
5.09,,,
5.44,,,
5.43,,,
6.13,,,
5.19,,,
5,,,
4.92,,,
4.9,,,
4.86,,,
4.71,,,
5.03,,,
5.53,,,
4.93,,,
5.44,,,
4.72,,,
4.87,,,
5.38,,,
5.12,,,
4.94,,,
4.85,,,
5.86,,,
4.9,,,
5.2,,,
5.31,,,
4.94,,,
4.85,,,
5.17,,,
4.93,,,
6.1,,,
4.89,,,
3.77,,,
4.71,,,
4.38,,,
4.89,,,
5.04,,,
4.96,,,
4.43,,,
5.44,,,
4.4,,,
4.46,,,
4.46,,,
7.27,,,
5.05,,,
5.96,,,
4.86,,,
5.73,,,
5.84,,,
4.51,,,
5.31,,,
5.01,,,
4.31,,,
4.77,,,
5.07,,,
4.79,,,
5.14,,,
5.31,,,
4.28,,,
4.48,,,
4.94,,,
5.63,,,
5.42,,,
6.05,,,
5.2,,,
4.85,,,
6.51,,,
5.31,,,
4.88,,,
5.06,,,
7.67,,,
6.25,,,
5.32,,,
5.92,,,
5.8,,,
6.76,,,
5.39,,,
5.13,,,
4.89,,,
5.12,,,
4.89,,,
4.45,,,
4.26,,,
4.83,,,
5.86,,,
5.85,,,
5.26,,,
5.42,,,
4.72,,,
5.09,,,
4.96,,,
5.4,,,
4.9,,,
5.38,,,
5,,,
5.29,,,
4.43,,,
4.29,,,
4.64,,,
5.62,,,
5.05,,,
4.73,,,
4.95,,,
5,,,
5.36,,,
6.47,,,
5.45,,,
4.86,,,
4.57,,,
5.6,,,
5.24,,,
4.92,,,
6.86,,,
5.11,,,
5.87,,,
4.94,,,
5.07,,,
4.74,,,
4.27,,,
4.5,,,
5.04,,,
5.9,,,
5.43,,,
6.54,,,
5.5,,,
5.19,,,
5.61,,,
6.3,,,
4.67,,,
5.91,,,
4.92,,,
5.06,,,
5.91,,,
6.02,,,
5.32,,,
5.92,,,
5.37,,,
5.98,,,
5.58,,,
5.29,,,
5.76,,,
6.39,,,
5.43,,,
5.25,,,
5.89,,,
4.96,,,
4.88,,,
4.2,,,
6.45,,,
4.66,,,
4.54,,,
6.08,,,
4.67,,,
5.46,,,
5.74,,,
5.77,,,
5.04,,,
6.26,,,
6.2,,,
4.68,,,
4.52,,,
5.45,,,
4.75,,,
6.01,,,
5.83,,,
6.32,,,
5.94,,,
5.8,,,
4.79,,,
5.35,,,
6.29,,,
5.81,,,
4.74,,,
6.33,,,
5.39,,,
5.4,,,
4.94,,,
5.41,,,
4.25,,,
4.75,,,
6.78,,,
5.5,,,
4.36,,,
4.87,,,
4.82,,,
5.51,,,
5.71,,,
6.19,,,
4.73,,,
4.86,,,
4.57,,,
5.32,,,
6.53,,,
6.22,,,
4.42,,,
5.93,,,
5.9,,,
5.28,,,
6.02,,,
4.92,,,
4.99,,,
5.41,,,
5.72,,,
4.65,,,
4.72,,,
5.93,,,
4.89,,,
5.73,,,
4.61,,,
4.7,,,
4.87,,,
5.44,,,
5.3,,,
4.47,,,
4.93,,,
5.46,,,
4.7,,,
5.06,,,
5.63,,,
5.1,,,
5.2,,,
5.15,,,
5.38,,,
5.17,,,
5.98,,,
5.29,,,
5,,,
6.95,,,
5.15,,,
5.38,,,
5.47,,,
8.1,,,
5.6,,,
4.86,,,
4.95,,,
5.98,,,
5.24,,,
5.95,,,
4.8,,,
4.77,,,
4.82,,,
4.79,,,
4.33,,,
5.74,,,
4.53,,,
5.06,,,
5.74,,,
4.63,,,
8.63,,,
5.88,,,
4.98,,,
4.85,,,
5.34,,,
6.89,,,
5.97,,,
5.21,,,
4.87,,,
9.58,,,
6.09,,,
5.4,,,
6.58,,,
5.11,,,
5.16,,,
5.41,,,
5.16,,,
4.92,,,
5.17,,,
5.44,,,
5.02,,,
4.54,,,
4.75,,,
4.06,,,
4.38,,,
7.87,,,
4.4,,,
6.02,,,
4.89,,,
5.51,,,
4.71,,,
5.11,,,
5.13,,,
27.15,,,
7.42,,,
4.33,,,
5.79,,,
4.9,,,
5.53,,,
5.51,,,
5.43,,,
5.24,,,
5.44,,,
4.62,,,
5.32,,,
5.17,,,
5.79,,,
5.41,,,
5.76,,,
5.84,,,
8.26,,,
5.64,,,
6.29,,,
4.95,,,
4.88,,,
4.3,,,
5.74,,,
4.82,,,
7.81,,,
6.41,,,
6.21,,,
5.85,,,
5.69,,,
6.08,,,
6.02,,,
5.5,,,
5.22,,,
4.75,,,
5.2,,,
5.39,,,
4.74,,,
5.75,,,
4.8,,,
6.33,,,
5.35,,,
6.97,,,
4.58,,,
4.75,,,
4.82,,,
5.82,,,
6.74,,,
5.45,,,
5.39,,,
6.08,,,
4.88,,,
6.25,,,
6.2,,,
5.97,,,
6.08,,,
14.87,,,
5.27,,,
5.73,,,
4.87,,,
5.3,,,
5.67,,,
6.4,,,
7.63,,,
5.28,,,
5.35,,,
4.66,,,
5.27,,,
5.22,,,
5.51,,,
4.51,,,
4.35,,,
6.24,,,
5.03,,,
5.02,,,
5.56,,,
5.26,,,
4.95,,,
5.61,,,
4.9,,,
5.73,,,
4.66,,,
4.67,,,
4.83,,,
4.64,,,
26.76,,,
5.7,,,
5.53,,,
5.69,,,
5.21,,,
6.08,,,
5.51,,,
5.51,,,
4.87,,,
4.54,,,
4.21,,,
5.93,,,
5.09,,,
18.55,,,
6.22,,,
5.76,,,
5.75,,,
4.7,,,
5.97,,,
4.57,,,
5.6,,,
5.77,,,
5.23,,,
5.35,,,
5.13,,,
5.15,,,
4.91,,,
6.9,,,
5.02,,,
7.22,,,
5.55,,,
5.29,,,
7.92,,,
5.27,,,
5.21,,,
4.93,,,
5.79,,,
4.93,,,
4.49,,,
4.67,,,
5.49,,,
4.71,,,
4.97,,,
4.57,,,
5.52,,,
5.06,,,
5.26,,,
4.99,,,
5.11,,,
5.57,,,
5.55,,,
5.92,,,
6.35,,,
5.11,,,
6.22,,,
5.8,,,
5.24,,,
7.56,,,
5.76,,,
5.24,,,
5.49,,,
4.96,,,
5.28,,,
6.05,,,
4.78,,,
4.87,,,
4.52,,,
4.52,,,
4.95,,,
4.75,,,
5.01,,,
6.08,,,
4.83,,,
5.66,,,
5.01,,,
5.37,,,
5.14,,,
5.15,,,
5.33,,,
4.27,,,
4.73,,,
5.5,,,
4.99,,,
6.41,,,
5.77,,,
5.37,,,
6.06,,,
5.47,,,
5.01,,,
5.19,,,
5.18,,,
5.25,,,
5.07,,,
4.8,,,
5.61,,,
5.2,,,
4.91,,,
5.54,,,
5.05,,,
4.88,,,
7,,,
4.56,,,
5.36,,,
7.55,,,
6.53,,,
9.48,,,
5.39,,,
6.44,,,
4.81,,,
5.63,,,
5.59,,,
5.4,,,
5.75,,,
5.11,,,
5.37,,,
5.9,,,
5.27,,,
5.13,,,
5.7,,,
5.4,,,
5.12,,,
6.42,,,
4.37,,,
4.85,,,
5.08,,,
5.28,,,
7.54,,,
4.91,,,
5.15,,,
4.71,,,
5.28,,,
6.8,,,
6.2,,,
5.36,,,
4.77,,,
4.6,,,
5.32,,,
5.9,,,
5.51,,,
5.1,,,
12.14,,,
4.46,,,
6.14,,,
5.06,,,
6.36,,,
5.53,,,
6.37,,,
5.57,,,
4.73,,,
5.89,,,
4.23,,,
9.2,,,
5.26,,,
4.21,,,
5.04,,,
5.21,,,
5.07,,,
5.34,,,
5.13,,,
4.35,,,
5.46,,,
5.04,,,
5.84,,,
5.71,,,
5.35,,,
5.22,,,
5.64,,,
5.06,,,
6.24,,,
4.92,,,
5.18,,,
6.13,,,
5.97,,,
5.23,,,
5.14,,,
5.68,,,
6,,,
6.43,,,
6.16,,,
5.11,,,
4.44,,,
5.18,,,
6.48,,,
4.42,,,
5.2,,,
5.41,,,
5.13,,,
4.91,,,
5.74,,,
4.71,,,
5.55,,,
4.95,,,
5.26,,,
4.92,,,
4.96,,,
5.03,,,
4.93,,,
5.42,,,
4.93,,,
4.7,,,
5.29,,,
5.07,,,
4.93,,,
4.7,,,
4.69,,,
5.23,,,
4.63,,,
6.29,,,
5.11,,,
4.86,,,
5.07,,,
4.47,,,
4.91,,,
4.63,,,
5.37,,,
5.33,,,
4.49,,,
5.05,,,
5.19,,,
4.62,,,
6.68,,,
5.52,,,
4.81,,,
5.33,,,
5.85,,,
5.83,,,
5.77,,,
5.63,,,
5.7,,,
5.34,,,
5.22,,,
5.9,,,
5.76,,,
10.1,,,
5.65,,,
5.41,,,
4.86,,,
4.93,,,
4.7,,,
5.11,,,
5.71,,,
4.96,,,
4.81,,,
4.87,,,
4.88,,,
4.98,,,
4.51,,,
5.44,,,
4.95,,,
5.23,,,
5.9,,,
6.86,,,
5.86,,,
5.26,,,
5.02,,,
5.54,,,
5.13,,,
4.99,,,
4.98,,,
5.05,,,
5.6,,,
5.11,,,
5.5,,,
4.38,,,
5.3,,,
5.75,,,
5.83,,,
4.92,,,
4.57,,,
5.49,,,
4.92,,,
6.22,,,
5.62,,,
4.58,,,
5.07,,,
4.81,,,
7.19,,,
5.38,,,
6.05,,,
4.94,,,
5.8,,,
5.09,,,
5.65,,,
5.28,,,
5.74,,,
5.14,,,
4.71,,,
4.83,,,
5.19,,,
4.82,,,
5.18,,,
5.22,,,
4.41,,,
4.61,,,
5.27,,,
5.12,,,
5.38,,,
5.28,,,
5.01,,,
5.22,,,
5.1,,,
5.06,,,
5.05,,,
5.73,,,
5.05,,,
4.51,,,
4.66,,,
8.81,,,
5.11,,,
4.49,,,
5,,,
5.03,,,
4.07,,,
5.19,,,
5.35,,,
4.69,,,
6.62,,,
16.93,,,
4.88,,,
5.5,,,
5.03,,,
5.41,,,
5.85,,,
4.95,,,
5.31,,,
5.48,,,
4.97,,,
5.12,,,
5.13,,,
5.13,,,
5.58,,,
4.45,,,
5.56,,,
4.33,,,
4.91,,,
4.84,,,
5.12,,,
4.9,,,
4.5,,,
5.15,,,
5.2,,,
4.98,,,
5.32,,,
4.2,,,
5.3,,,
4.76,,,
6.72,,,
5.5,,,
5.09,,,
5,,,
5.12,,,
5.09,,,
5.36,,,
4.95,,,
5.12,,,
5.61,,,
4.98,,,
9.39,,,
4.95,,,
4.97,,,
6.81,,,
6.47,,,
5.61,,,
5.14,,,
3.99,,,
5.86,,,
6.08,,,
4.94,,,
4.53,,,
6,,,
7.21,,,
7.3,,,
6.16,,,
5.53,,,
6.17,,,
6.4,,,
6.21,,,
5.85,,,
5.9,,,
6.89,,,
7.39,,,
6.03,,,
5.06,,,
7.11,,,
5.27,,,
5.49,,,
4.91,,,
5.03,,,
6.32,,,
5.07,,,
5.48,,,
5.03,,,
5.06,,,
5.7,,,
4.94,,,
4.73,,,
4.74,,,
4.61,,,
6.11,,,
4.14,,,
4.59,,,
4.68,,,
4.96,,,
6.01,,,
4.83,,,
5.69,,,
5.26,,,
6.4,,,
6.45,,,
5.7,,,
5.39,,,
4.96,,,
5.09,,,
4.84,,,
4.56,,,
4.89,,,
5.77,,,
5.28,,,
5.28,,,
5.13,,,
5.86,,,
4.98,,,
5.6,,,
4.75,,,
6.65,,,
4.56,,,
4.64,,,
4.44,,,
4.68,,,
4.5,,,
4.54,,,
4.57,,,
5.26,,,
5.4,,,
4.79,,,
4.92,,,
4.89,,,
4.99,,,
5.05,,,
6.29,,,
5.6,,,
6.41,,,
4.88,,,
5.13,,,
5.84,,,
5.68,,,
5.76,,,
5.47,,,
4.53,,,
4.8,,,
5.49,,,
5.03,,,
4.71,,,
